revenue,profit,balance,transactions,loan_amount,default
599797,198251,381078,47,131451,0
614561,107179,368336,163,91095,0
133014,190319,273961,262,202605,1
893088,109965,48914,123,100069,0
326392,4584,96872,220,295776,0
163118,168497,492654,182,242969,1
942586,99369,456144,225,253549,0
285844,63708,111428,296,226974,0
695621,-39471,306618,188,128584,1
445356,-42375,441042,27,276794,1
347301,-42925,402241,208,111267,1
629715,68401,123630,108,210050,0
980512,12302,399010,107,218438,0
596325,-21684,216304,144,170455,1
547953,-25269,405537,181,187783,1
154024,199436,220726,271,155718,1
406643,107209,387690,222,297320,0
921401,-5632,441343,123,226414,1
453762,71640,175877,256,57365,0
588776,15122,242112,74,232738,0
366190,198183,223578,53,155852,0
440987,64766,273662,84,272249,0
302056,-9988,145927,87,172983,1
817116,-15622,361999,121,232638,1
629043,153607,120143,54,175888,0
256682,162072,80193,132,143909,0
627332,83009,181952,221,225955,0
463760,-15018,74900,167,162367,1
710684,182950,316072,75,65345,0
345334,125739,343325,85,50318,0
588319,32843,344029,47,191580,0
727980,-6329,60337,230,119753,1
158909,123629,282576,40,294518,1
865395,196963,178302,198,115610,0
502238,184342,468598,157,165826,0
274300,160482,214016,138,236759,0
432224,20726,197373,266,68666,0
568455,179660,276777,111,223274,0
347417,187443,176735,84,215056,0
560144,167557,486458,189,173650,0
530188,11955,380484,204,90873,0
480219,153648,465356,68,261488,0
630282,17859,386416,296,171866,0
758938,142044,388310,183,111292,0
353251,-271,192006,26,132611,1
595437,137946,155491,75,123698,0
967395,-36203,179746,269,121742,1
344397,178842,455854,278,106204,0
579948,147992,296689,85,78291,0
885443,48569,79153,47,181001,0
435314,53899,138921,138,270317,0
993504,22,158205,58,271699,0
400685,141021,249266,239,268520,0
431354,102019,229238,55,71231,0
552890,-34875,424403,255,63288,1
586707,32614,311027,46,238709,0
264088,47491,232800,52,129277,0
912924,186579,259315,114,108510,0
841149,120565,284606,282,271825,0
314217,-31802,330340,130,237446,1
205195,130553,407775,262,50653,0
625771,28199,485348,288,154422,0
989778,21839,390971,74,172474,0
300591,96950,197035,136,212507,0
193202,72352,292058,262,217846,1
808175,24191,430759,118,269213,0
365526,29993,469357,95,69802,0
614979,29328,417794,226,277816,0
745249,154042,363925,283,160208,0
990974,116519,127087,27,208718,0
737935,54733,87444,194,146554,0
597991,-35719,307315,105,283233,1
558611,56971,358714,116,114482,0
192626,134713,27999,137,287341,1
536903,174533,426683,162,82109,0
483856,195480,499223,145,173801,0
836576,181912,422364,124,205826,0
445542,-17753,450191,190,118003,1
927001,-17459,414281,215,280187,1
690554,-27304,91203,169,154092,1
866242,61182,251738,195,159021,0
414055,120392,274780,26,253526,0
423233,4442,350260,37,252232,0
399259,14992,178262,57,253603,0
265207,93334,189579,222,147096,0
664803,-46851,162526,223,293021,1
696978,187452,332303,75,98896,0
350724,74768,59305,54,122431,0
550253,-15219,343280,23,252655,1
239335,45006,468195,244,272575,0
145244,47112,489303,225,255573,1
373720,88216,491000,290,195325,0
274221,133579,474873,113,219250,0
519197,160417,250495,239,82275,0
587878,53028,80688,281,129338,0
599770,130780,126037,212,278895,0
758814,-5385,163484,56,204812,1
266096,-27244,361701,53,293100,1
258537,66602,137818,210,76893,0
680077,-31004,302512,154,109644,1
422575,173674,298019,156,176220,0
500426,165213,328269,207,122393,0
722695,-47863,236535,83,253456,1
485086,157135,103471,294,175354,0
853194,-14692,308166,73,65185,1
781891,-13533,73484,165,117151,1
872803,55032,156247,89,170162,0
132424,153826,439236,291,245356,1
279728,75283,266223,172,86099,0
920264,194870,49332,188,264872,0
280955,84103,255688,169,119833,0
529998,92410,416209,174,124578,0
820387,185625,199053,157,235274,0
506828,62969,194859,153,262666,0
566463,8292,299386,146,288512,0
254220,148880,223915,53,273319,0
352886,15601,314405,126,266111,0
953355,-27815,444191,106,267293,1
923388,67736,225464,36,296680,0
331902,18623,254768,269,252956,0
601053,174555,174908,259,68729,0
883019,-38377,35842,289,101681,1
596681,195905,379042,293,169321,0
500169,44192,357161,203,125611,0
368059,48991,76981,90,194247,0
293366,49368,197968,298,173833,0
819211,152620,313294,97,92268,0
307190,109971,299226,263,253931,0
804303,115602,405918,206,270531,0
175437,16919,117212,57,297114,1
986260,178584,482728,76,82890,0
672222,143589,302938,73,296437,0
922178,138858,89372,222,260539,0
799393,143255,122940,69,160671,0
476953,16160,192264,254,62724,0
505926,76592,100583,249,51853,0
181888,175082,266097,203,144915,1
893835,162753,308859,168,212245,0
565384,137743,397747,75,228113,0
765344,-34680,357845,234,137963,1
238121,161681,378254,101,285421,0
292535,-30419,195065,168,220888,1
642534,92793,224835,119,231939,0
870440,145932,385584,144,79532,0
286099,192363,83600,85,66225,0
643056,-16209,356891,223,170181,1
170748,-44078,221582,169,82180,1
521760,7760,499498,135,240169,0
683064,90662,76166,104,294843,0
212456,-45850,135477,50,78962,1
124509,132500,156454,67,96001,1
675934,132117,332015,202,178542,0
520392,154843,466135,37,77843,0
253371,21905,240117,33,184152,0
161113,124,472171,214,141317,1
348340,55071,201354,112,85914,0
437975,197806,210105,265,123865,0
355057,157752,390047,287,72183,0
485469,16690,135607,151,286644,0
399904,100138,247840,26,216020,0
226293,116898,278959,263,286669,0
169134,154003,233280,45,244520,1
670319,1082,423940,23,80099,0
397372,25884,406364,71,74201,0
928611,153744,63109,56,68626,0
202212,9478,421457,262,68233,0
926819,195190,461583,162,231114,0
764195,-148,21296,63,158200,1
290523,122829,55375,65,273483,0
113176,86481,263567,225,220183,1
120660,175920,426411,154,116697,1
133286,76997,187259,90,135903,1
961823,37344,178089,227,236537,0
121494,79288,293735,162,266393,1
546300,180880,447145,209,57875,0
954424,85959,87377,187,101364,0
725065,163973,136211,77,178336,0
774480,129913,335672,49,272131,0
162743,97315,383315,20,137673,1
550946,156104,186595,201,136715,0
488879,118510,61957,32,183277,0
843515,126931,77526,153,160562,0
598773,-1197,499821,88,227541,1
234862,69479,457076,159,205316,0
362146,180704,191537,225,232402,0
337526,195314,103534,86,237987,0
193042,-39116,54315,25,53232,1
363218,84776,210650,227,123329,0
239659,81836,105060,82,81907,0
335073,-39469,397313,246,142483,1
963989,169059,488976,210,298981,0
145739,24939,220169,158,104384,1
857943,-40158,480324,175,139327,1
620648,112075,433645,63,247271,0
305988,3264,188264,213,90907,0
814853,-49997,438440,67,147443,1
279131,-16894,470960,183,280698,1
395527,19150,185226,94,299002,0
269765,-11546,181289,158,126232,1
825637,189148,449960,245,223432,0
987081,-36092,247024,182,226415,1
601130,56118,424039,271,240549,0
264166,174109,91570,201,236172,0
987184,-29965,315026,300,238519,1
518266,68833,178334,27,101276,0
123568,125693,275265,30,173220,1
173409,35804,187700,240,51005,1
268846,167914,273102,135,104479,0
629772,66342,43791,269,132754,0
371757,23374,311737,249,135894,0
406725,199104,226184,119,91729,0
493544,128769,256026,128,162285,0
952373,24908,216850,300,291239,0
921002,173253,146984,218,209420,0
974275,166060,371390,73,74922,0
148159,29896,106711,205,65934,1
314983,25492,389496,136,92707,0
603324,197998,372110,274,91133,0
626471,24762,189403,29,242215,0
117620,52255,333727,261,225517,1
783438,36617,257937,205,216661,0
665977,40524,498689,53,141200,0
753079,2841,169541,39,298883,0
309641,13203,95908,118,57465,0
284273,127688,377018,45,238697,0
414268,-10345,174655,257,242542,1
188745,-28536,347386,71,148521,1
478982,24096,168580,185,152664,0
698980,-1942,373260,164,118794,1
438978,187538,375745,190,236830,0
672601,39627,64373,274,149138,0
455129,63996,396887,300,205009,0
645504,191274,357652,113,137693,0
551575,149245,125170,209,276831,0
163216,130626,365035,101,266958,1
734327,199743,208176,120,126938,0
295529,30686,172874,29,210395,0
375351,101148,63425,300,140201,0
895788,157440,142272,284,60288,0
909831,21563,148009,124,101168,0
569783,135026,56270,265,226521,0
167011,148480,387771,247,125561,1
934130,10738,452093,272,59343,0
427154,131368,59313,100,282330,0
308303,200,84316,90,216024,0
649350,111518,276500,156,106117,0
299240,152759,329269,235,255241,0
904646,156065,497115,89,161270,0
362979,129473,271463,245,178321,0
876318,1706,53004,138,213151,0
503955,51033,49404,274,226263,0
659509,147881,322526,245,162591,0
697541,154398,22853,81,239077,0
825580,43733,136631,274,140810,0
179391,145144,140743,86,183430,1
732196,82142,130234,70,95748,0
612004,151196,29317,34,219443,0
553331,52903,192444,284,276571,0
648021,89554,85505,54,124607,0
376972,17471,261763,146,289674,0
392723,-41077,22102,77,180407,1
967627,-14283,21925,268,114044,1
611358,11481,169242,133,220624,0
720367,83738,162322,133,176561,0
729408,165476,20838,35,142019,0
476339,30205,124911,177,232148,0
119781,43904,200608,164,160516,1
749743,111962,47911,257,256266,0
965955,109414,180918,130,183242,0
217193,185647,284842,219,231148,0
717632,9540,119452,58,197688,0
426999,4515,229639,172,223768,0
880520,92499,496408,82,235590,0
124285,148726,440102,114,131394,1
960936,86603,335984,197,60719,0
949598,-29189,92722,275,121452,1
627992,176417,146054,198,297028,0
599745,7683,455151,119,70145,0
961537,138025,190324,208,172317,0
649764,-43893,270334,225,197737,1
590840,71576,313145,99,143846,0
199288,141979,374192,94,82494,1
177779,20712,101729,48,125768,1
497359,61344,369687,224,80580,0
342072,-12121,118599,188,65476,1
137737,182827,279720,142,54005,1
791454,8139,275747,143,241568,0
919301,96325,155788,157,265558,0
673752,20842,38115,103,287727,0
191977,81585,416800,278,282011,1
297775,13790,326127,253,214116,0
253340,51226,207364,290,96995,0
191438,126848,413302,27,236254,1
210924,-26822,422653,51,288878,1
533352,113318,95545,266,265422,0
481371,177409,251775,262,73012,0
243850,41918,493529,27,136596,0
307024,196640,381029,185,260532,0
718555,94146,53399,201,125890,0
745900,78931,145899,69,173921,0
258008,-21768,427241,99,231030,1
255061,121455,338991,209,128443,0
607243,63222,331923,207,168904,0
861523,55088,386325,67,179101,0
434062,77845,52979,126,150899,0
147858,59341,291659,200,276477,1
271936,181630,442969,156,185426,0
643324,160242,267829,97,218507,0
856660,135596,108617,38,230239,0
124940,71172,312804,279,85048,1
460523,179865,389893,165,219330,0
270662,-49361,98353,113,183055,1
108149,42891,164356,257,74054,1
958108,-15546,51307,157,173827,1
217845,111452,255953,22,59739,0
108748,48479,311058,143,55109,1
124560,104723,132601,223,76121,1
298982,-44033,104971,115,97490,1
537043,49408,51061,175,104878,0
163348,73489,130175,255,185893,1
632376,47777,377690,138,156549,0
279670,127226,229061,191,259909,0
875398,-36096,31371,258,77577,1
517681,158353,317320,217,217466,0
163468,2335,489447,100,96006,1
281232,81412,190767,149,265352,0
120404,7555,225747,210,227188,1
979597,13047,129518,244,246886,0
614372,42361,176716,122,157991,0
630844,119093,499172,35,291065,0
295175,47410,484859,287,130932,0
487627,193952,82400,252,280069,0
699000,147775,129370,184,254309,0
621189,-12018,41556,264,267222,1
369828,134423,269085,162,229962,0
420621,152788,182222,145,158144,0
800078,86109,235353,116,145894,0
191664,59189,467736,213,161716,1
673916,79851,30527,239,236989,0
123112,-49545,21359,45,153454,1
268586,148215,49296,142,198289,0
867158,144944,29398,50,62740,0
915919,103220,219036,97,266265,0
273964,75370,243056,46,64220,0
341128,-22836,201656,249,192523,1
995816,62140,305466,96,252653,0
747380,116843,277312,70,130181,0
718677,-47623,121840,28,153418,1
916207,190414,170334,190,148371,0
124615,167577,233761,243,246160,1
698767,-13799,392531,183,57544,1
870038,129838,473873,66,169235,0
815134,73836,440009,73,193851,0
288819,167160,450959,266,293414,0
469978,89655,267526,266,51554,0
521960,10060,149106,189,161909,0
176261,179022,376423,287,154382,1
486115,-16312,142365,149,154161,1
886181,6481,103911,116,207526,0
723248,150197,178099,67,291070,0
384009,183189,243680,72,281531,0
461244,167817,179909,253,160985,0
195306,122397,407395,113,212837,1
531096,131186,96966,93,275897,0
691264,154671,188140,229,272969,0
223474,84641,118961,156,184123,0
140707,163392,374480,137,175939,1
693306,42461,391822,220,265761,0
917146,152355,198059,152,138132,0
647361,174396,450157,211,249791,0
603284,199143,146501,73,188366,0
801467,46534,125452,300,93259,0
291132,56050,75555,165,91744,0
571666,162361,256520,283,131923,0
897179,36777,166154,33,171188,0
155401,149056,242004,93,136802,1
834007,93994,70675,281,65303,0
247153,151084,237564,43,55661,0
234156,7011,379086,124,73468,0
921309,87358,129189,74,176570,0
853120,195334,193884,51,184775,0
237152,-15728,294094,289,65685,1
951316,134641,488094,86,90004,0
587027,27764,45984,182,207964,0
165975,95146,225782,39,281225,1
868302,186209,323164,26,105440,0
872673,61411,481305,224,140826,0
833745,11753,122037,263,226635,0
325619,144661,281269,236,187481,0
749409,-11714,461178,208,227184,1
936531,165206,499995,279,67718,0
222727,104491,426148,22,219644,0
139969,84911,221425,157,93880,1
673639,158087,174720,164,163720,0
808309,173978,357271,143,282048,0
403070,-37475,325348,103,130717,1
601317,87116,108121,27,128384,0
147140,162349,169266,27,298193,1
538008,122548,101326,222,124568,0
236752,147471,176692,252,55150,0
347341,195602,260328,152,240645,0
239916,160274,118635,58,181758,0
515955,104601,44645,36,181884,0
708147,101966,225202,150,108271,0
821769,35410,444292,228,113373,0
749925,33837,157137,135,83062,0
601191,17134,298569,224,200090,0
245051,199828,269552,220,170314,0
136394,25640,359372,224,131717,1
731247,1242,374458,259,136250,0
864818,185072,234302,133,148547,0
861857,10994,28882,298,219131,0
573998,50506,351484,106,161987,0
533260,160835,351765,23,268406,0
440089,-31069,287093,298,73362,1
796100,152885,315214,185,248314,0
225818,129957,493377,56,60303,0
910113,127463,295000,292,74346,0
498508,23528,220988,33,211080,0
311425,-25242,254466,228,129589,1
193853,-18961,485270,58,80826,1
327112,6780,82883,131,153586,0
147288,-24372,116664,201,137211,1
162032,27284,253766,183,290130,1
291294,77276,55343,110,261054,0
541857,113965,90469,109,97810,0
667379,194486,470509,279,118645,0
642070,-1121,329594,120,191588,1
439330,-21267,306218,87,223003,1
521331,136658,159208,24,209449,0
509703,-46452,381922,264,106058,1
173466,-1987,255790,41,276253,1
632893,153573,266394,288,126832,0
778866,125936,328194,34,246945,0
627276,12967,301726,101,217743,0
297006,141982,386934,44,152871,0
359938,172995,242826,125,149115,0
713254,93082,211404,67,178988,0
358440,88520,43360,251,295409,0
820378,176040,182215,247,79588,0
661153,154238,361553,101,199205,0
252332,-49172,29327,33,245567,1
711072,99456,260346,45,200285,0
446954,181451,75449,239,220283,0
949886,192245,263219,44,72110,0
647794,191730,320273,120,159208,0
788581,83764,295790,46,219980,0
730704,155893,379342,76,133007,0
526981,-10184,307302,257,293508,1
256647,19108,394432,182,88473,0
752645,152504,175380,164,155435,0
449428,-16903,82639,273,230693,1
839375,156496,175139,270,198037,0
475024,167973,160751,33,155237,0
212054,10322,23642,93,276979,0
371267,187795,56688,230,96457,0
950088,133199,27450,197,261508,0
825703,196415,30244,226,166514,0
165499,50914,28875,143,178803,1
413225,123840,468895,272,132782,0
789841,82173,497525,137,113619,0
798923,105925,332495,79,53561,0
199453,73097,441645,78,107909,1
904351,146300,311819,242,271298,0
140374,62461,164429,289,140875,1
361803,195432,450033,235,182145,0
428601,-2720,239682,234,236078,1
104958,17323,240454,101,273932,1
175834,199186,458141,299,277151,1
395107,77302,95793,299,271755,0
494101,174108,58319,21,230978,0
735740,100108,84117,23,115449,0
799351,65448,23823,192,205106,0
693717,188144,443667,169,87744,0
808745,124923,295555,163,78385,0
644988,83393,346982,262,168217,0
283037,-35146,247403,225,101126,1
600359,99379,46312,169,109141,0
784554,-19710,174842,285,190645,1
889331,160233,34818,151,80280,0
560494,90121,412423,77,209312,0
619202,14840,287177,221,229332,0
297397,159062,457466,250,70369,0
199229,31451,55097,63,110124,1
315187,107368,86519,215,247124,0
289878,-43259,195287,62,299370,1
142907,-3114,72197,92,183314,1
752961,-46306,298974,152,193584,1
493871,124435,146113,138,56424,0
255224,101198,49230,47,238821,0
869745,99788,99921,38,134315,0
398313,2641,353585,86,55731,0
641821,-24927,421203,190,255507,1
697973,157869,258912,126,91578,0
800100,47284,370504,271,241939,0
112321,54628,399210,118,100189,1
297449,108223,211071,67,183860,0
516199,185118,135641,183,245320,0
887396,6084,346060,282,207239,0
539248,33007,243048,91,97411,0
891324,-15448,326218,29,166527,1
239698,-22801,307048,99,134296,1
826275,-22045,475581,37,255644,1
348404,34187,232314,234,208873,0
509583,-26310,364650,115,227466,1
